station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,18.0,19.0,-6.0,-22.0,10144.0,250.0,51.0,-9999.0,-1.0,-9999.0
