station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,16.0,9.0,-11.0,-17.0,10033.0,290.0,21.0,9.0,10.0,-9999.0
