station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,1.0,17.0,17.0,-72.0,10310.0,60.0,21.0,2.0,0.0,-9999.0
