station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,14.0,21.0,72.0,11.0,10011.0,130.0,57.0,6.0,0.0,-9999.0
