station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,19.0,15.0,-28.0,-67.0,10246.0,230.0,26.0,2.0,0.0,-9999.0
