station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,15.0,23.0,6.0,-11.0,10025.0,260.0,41.0,-9999.0,-1.0,-9999.0
