station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,16.0,14.0,-39.0,-44.0,10048.0,240.0,31.0,-9999.0,0.0,-9999.0
