station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,18.0,6.0,-17.0,-33.0,10094.0,260.0,57.0,8.0,-1.0,-1.0
