station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,2.0,19.0,6.0,0.0,10053.0,320.0,31.0,-9999.0,-1.0,-9999.0
