station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,18.0,17.0,-11.0,-28.0,10149.0,230.0,46.0,-9999.0,-1.0,-9999.0
