station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,13.0,11.0,-22.0,-33.0,10177.0,210.0,31.0,2.0,0.0,-9999.0
