station,year,month,day,hour,airtemp,dewpoint,pressure,winddirection,windspeed,sky,precip1hour,precip6hour
,2021.0,1.0,18.0,13.0,-22.0,-61.0,10131.0,270.0,57.0,-9999.0,0.0,-9999.0
